id,bsf_scheme_id,bsf_location_id
2137,802,4
2138,802,3
2139,805,3
2140,799,3
2141,815,1
2142,814,1
2143,830,4
2144,816,1
2145,837,2
2146,837,1
2147,837,4
2148,837,3
2149,840,2
2150,840,1
2151,840,4
2152,840,3
2153,838,2
2154,842,3
2155,839,3
2156,844,2
2157,848,1
2158,847,1
2159,828,4
2160,845,2
2161,821,2
2162,821,1
2163,821,4
2164,821,3
2165,846,1
2166,818,3
2167,822,2
2168,822,1
2169,822,4
2170,822,3
2171,823,2
2172,823,1
2173,823,4
2174,823,3
2175,825,2
2176,824,2
2177,824,4
2178,824,3
2179,827,2
2180,827,1
2181,827,4
2182,827,3
2183,817,3
2184,819,3
2185,820,2
2186,826,4
2187,841,2
2188,841,1
2189,841,4
2190,841,3
2191,843,3
2192,829,4
2193,836,2
2194,835,2
2195,834,2
2196,833,2
2197,832,2
2198,831,2
2199,830,4
2200,816,1
2201,837,2
2202,837,1
2203,837,4
2204,837,3
2205,840,2
2206,840,1
2207,840,4
2208,840,3
2209,838,2
2210,842,3
2211,839,3
2212,844,2
2213,848,1
2214,847,1
2215,828,4
2216,845,2
2217,821,2
2218,821,1
2219,821,4
2220,821,3
2221,846,1
2222,818,3
2223,822,2
2224,822,1
2225,822,4
2226,822,3
2227,823,2
2228,823,1
2229,823,4
2230,823,3
2231,825,2
2232,824,2
2233,824,4
2234,824,3
2235,827,2
2236,827,1
2237,827,4
2238,827,3
2239,817,3
2240,819,3
2241,820,2
2242,826,4
2243,841,2
2244,841,1
2245,841,4
2246,841,3
2247,843,3
2248,829,4
2249,836,2
2250,835,2
2251,834,2
2252,833,2
2253,832,2
2254,831,2
2255,849,1
2256,852,1
2257,850,1
2258,851,1
2259,853,1
2260,854,1
2261,855,1
2262,856,1
2263,859,1
2264,860,3
2265,861,1
2266,862,3
2267,863,1
2268,864,1
2269,866,1
2270,867,1
2271,868,3
2272,869,2
2273,870,2
2274,871,1
2275,872,1
2276,873,2
2277,873,1
2278,873,4
2279,873,3
2280,874,2
2281,875,2
2282,876,2
2283,877,3
2284,879,2
2285,857,1
2286,858,1
2287,880,2
2288,880,1
2289,880,4
2290,880,3
2291,881,2
2292,865,3
2293,878,2
2294,878,1
2295,878,4
2296,878,3
2297,849,1
2298,852,1
2299,850,1
2300,851,1
2301,853,1
2302,854,1
2303,855,1
2304,856,1
2305,859,1
2306,860,3
2307,861,1
2308,862,3
2309,863,1
2310,864,1
2311,866,1
2312,867,1
2313,868,3
2314,869,2
2315,870,2
2316,871,1
2317,872,1
2318,873,2
2319,873,1
2320,873,4
2321,873,3
2322,874,2
2323,875,2
2324,876,2
2325,877,3
2326,879,2
2327,857,1
2328,858,1
2329,880,2
2330,880,1
2331,880,4
2332,880,3
2333,881,2
2334,865,3
2335,878,2
2336,878,1
2337,878,4
2338,878,3
2339,882,3
2340,883,1
2341,885,1
2342,886,1
2343,887,2
2344,888,1
2345,889,2
2346,890,2
2347,892,1
2348,893,2
2349,895,2
2350,896,1
2351,897,1
2352,898,1
2353,899,1
2354,900,1
2355,901,4
2356,894,2
2357,902,2
2358,902,1
2359,902,4
2360,902,3
2361,903,1
2362,904,2
2363,904,1
2364,904,4
2365,904,3
2366,891,2
2367,905,2
2368,906,2
2369,907,2
2370,1024,2
2371,1025,1
2372,882,3
2373,883,1
2374,885,1
2375,886,1
2376,887,2
2377,888,1
2378,889,2
2379,890,2
2380,892,1
2381,893,2
2382,895,2
2383,896,1
2384,897,1
2385,898,1
2386,899,1
2387,900,1
2388,901,4
2389,894,2
2390,902,2
2391,902,1
2392,902,4
2393,902,3
2394,903,1
2395,904,2
2396,904,1
2397,904,4
2398,904,3
2399,891,2
2400,905,2
2401,906,2
2402,907,2
2403,1024,2
2404,1025,1
